,company_permalink,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
797,/organization/6degrees,/funding-round/4a9cbe29e95b17e0c9bb5c3fe05ee00e,seed,,01-12-2015,
805,/organization/6px,/funding-round/45ac9ac78eb795949be339ec46d9d001,seed,,21-03-2014,
815,/organization/6sense,/funding-round/2018b021f21a414297c7aa89f76952de,seed,,18-04-2013,
817,/organization/6sensor-labs,/funding-round/1bdb3a325d4dfa2e7add7556e05a3d21,seed,,11-09-2014,4000000.0
824,/organization/6tribes,/funding-round/07b90ee2ae6b8e551a0fa789bbbea880,seed,,15-06-2015,700832.0
825,/organization/6tribes,/funding-round/81413cb31fbcc0cc970a76d9c6da86c6,seed,,10-11-2015,380000.0
826,/organization/6tribes,/funding-round/c798363acfe8b3904af20770a97e85e6,seed,,10-11-2014,475855.0
828,/organization/6wunderkinder,/funding-round/62bdb8b631702d88d189188aa334184d,seed,,01-06-2011,
833,/organization/7-billion-people,/funding-round/ee4d2122c71cc636fe8653c38cfe0cb3,seed,,09-02-2009,3800000.0
835,/organization/7-bites,/funding-round/48da567c28481889a805c139e61c5389,seed,,27-06-2013,295000.0
836,/organization/7-cups-of-tea,/funding-round/3370e96c63300bf0c64256d0570ae64b,seed,,01-03-2013,
837,/organization/7-cups-of-tea,/funding-round/4fa24c18f680fbac0d7cff04cbf050d1,seed,,01-09-2013,
838,/organization/7-elements-studios,/funding-round/64811f3b8c08ee72db784ac7d11c1649,seed,,14-11-2013,150000.0
842,/organization/71lbs,/funding-round/19523781fd98e0095cbe2d00d27d2207,seed,,01-06-2012,75000.0
843,/organization/71lbs,/funding-round/2876b0f5cf5e3fa26575f4312fdb0f27,seed,,01-01-2013,300000.0
845,/organization/71lbs,/funding-round/a52c8a1431fe8408e6d1cde829dde944,seed,,08-01-2013,75000.0
847,/organization/720,/funding-round/5c45789e957f587311f55a664d7dab75,seed,,23-10-2014,190035.0
849,/organization/72lux,/funding-round/abe731cd0adb70d643f82594b8d760ab,seed,,01-09-2012,1500000.0
850,/organization/72lux,/funding-round/f2b49199a8a93acfabc98e9f1ea7946d,seed,,26-10-2011,
852,/organization/77-pieces,/funding-round/e3bdc302c10a5698bd2db953e33b0fbe,seed,,01-03-2011,650000.0
853,/organization/777-davis,/funding-round/d5ea15313c493ecd72a69227d86db5de,seed,,03-10-2011,2875000.0
880,/organization/7summits,/funding-round/a0efdde4b9957f1ddf202c061b6d5a47,seed,,01-01-2010,600000.0
882,/organization/7write,/funding-round/3cde1b06a10349e692c84661a6a4d365,seed,,25-06-2013,250000.0
883,/organization/7write,/funding-round/f56d3312738cd5db6e9b312a02dd2f65,seed,,02-04-2013,19260.0
884,/organization/8-50-sports,/funding-round/a7075ae7bcb0929ea87b771ff271bb55,seed,,23-03-2015,500000.0
885,/organization/8-inc,/funding-round/e6908f6cb2085862e33ec0d25a2b5c6f,seed,,01-07-2013,1400000.0
886,/organization/8-inc,/funding-round/f452d0087f94cc36b7f70da68defc9c8,seed,,01-08-2014,3100000.0
890,/organization/80-degrees-west,/funding-round/37ca5e50eab5b4dff58a7b2dc477954e,seed,,17-05-2010,
891,/organization/80-degrees-west,/funding-round/e76103a7066b8e1d09cba03b1acf97c4,seed,,03-06-2009,25000.0
897,/organization/8020publishing,/funding-round/2ce64254056e827b06b4b73fd7b41633,seed,,01-01-2006,
898,/organization/8020select,/funding-round/0979fe5589531d6ea538478f35dc1d1f,seed,,06-02-2013,
899,/organization/8020select,/funding-round/11a6857ee57479feb8b088d1e5b58545,seed,,22-02-2012,
900,/organization/8020select,/funding-round/fdf3da8785872168ef48fd2cb3f1fcb2,seed,,26-10-2011,25000.0
903,/organization/818-sports-entertainment,/funding-round/2ea1b891da688505948021f06223d1fb,seed,,15-03-2013,2000000.0
905,/organization/88-famibio,/funding-round/a2edc06daec9e63e0e125b551b72f496,seed,,01-07-2012,
909,/organization/8aweek,/funding-round/a328a5f310f3b2857cb139766104fbb5,seed,,02-03-2008,
910,/organization/8bit-2,/funding-round/1d23f384a4f5c145f2b922cd7d3b2c5b,seed,,01-07-2014,110000.0
911,/organization/8bit-2,/funding-round/f4735507019b4d9d62cf676369a25c2e,seed,,01-02-2014,30000.0
912,/organization/8digits,/funding-round/19deab0a8abd49b76b4c02f81ac18b94,seed,,01-06-2012,
917,/organization/8fit-fitness-for-the-rest-of-us,/funding-round/15e1e712cf96415de3eb361d36235f25,seed,,26-02-2014,30000.0
918,/organization/8fit-fitness-for-the-rest-of-us,/funding-round/90a340487739ee61d732e6cde9f91a24,seed,,30-06-2014,200000.0
