,company_permalink,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
20684,/organization/clickmedix,/funding-round/556bcfea38df71a8b03c2576b67d8452,angel,,06-09-2012,100000.0
20714,/organization/clicktivated,/funding-round/e7f4ad69f214bc4d92cdb16a1318b172,angel,,01-01-2014,450000.0
20733,/organization/clientscape,/funding-round/99aa0344a070cd3a38b10817f3669b15,angel,,01-06-2014,1000000.0
20734,/organization/clientshow,/funding-round/bcd20d2bb850196518ddbdf5d4d06b30,angel,,01-01-2009,750000.0
20743,/organization/clikthrough,/funding-round/3f3bf83a1036ffb30da22510f1f77299,angel,,01-01-2007,1000000.0
20790,/organization/cliniq-ly,/funding-round/f1637573bd451580d8092c3b9fcdcb34,angel,,07-07-2014,150000.0
20794,/organization/clinked,/funding-round/9ef15ca9092de397a0dbd7920054dacb,angel,,16-12-2013,165000.0
20850,/organization/cliqset,/funding-round/032c252d829aa092253baa411a86b1fe,angel,,14-09-2008,500000.0
20851,/organization/cliqset,/funding-round/6a57fd847bafd33db68f5e581e5cbfb9,angel,,01-06-2009,1500000.0
20865,/organization/cloakroom,/funding-round/6f48ff8f6c07ef71e752d43a987e7b52,angel,,15-05-2014,1645661.0
20870,/organization/cloapp,/funding-round/46bff83e1886bebde072b287dfee972f,angel,,14-09-2014,60000.0
20878,/organization/clopify,/funding-round/32238e955a856f426a84459dbb845f97,angel,,01-11-2014,
20881,/organization/close,/funding-round/7aacb0d60ced890bdf09adc5b2af36c4,angel,,22-08-2013,250000.0
20908,/organization/cloud-communications-and-computing-corp,/funding-round/72fa45da63a4cb020b4e9b2ff2103f1a,angel,,02-01-2014,500000.0
20911,/organization/cloud-creatures,/funding-round/dbbecc587925973f10d6b05bc9b43706,angel,,01-12-2014,300000.0
20918,/organization/cloud-dx-inc,/funding-round/7aab3ff710920e10466fbce8b89aaa05,angel,,01-10-2014,1200000.0
20971,/organization/cloudacc,/funding-round/d94e737a437655b8a055077cfd033ca1,angel,,01-05-2012,2000000.0
21008,/organization/cloudbolt-software,/funding-round/3810f7335952b061ad3ad1d72b509267,angel,,24-08-2015,2100000.0
21022,/organization/cloudcodes-software,/funding-round/c60677b3b7520aabde11c548fc5e956d,angel,,05-07-2013,100000.0
21052,/organization/cloudfind,/funding-round/8aa2c1abc77b4d2dae765e6765dea4df,angel,,01-05-2013,217356.0
21053,/organization/cloudfind,/funding-round/913ce93786ef2f4262d5096932f89677,angel,,27-08-2014,993755.0
21054,/organization/cloudfind,/funding-round/9f6a28e547ff98e39b8cbc48a0bb4cfa,angel,,01-10-2013,697015.0
21055,/organization/cloudfind,/funding-round/dd348c5bcfed373779ced3aa4a37bb0e,angel,,01-09-2013,217046.0
21069,/organization/cloudhashing,/funding-round/d4784ab074c5765c57dcbdb9fed63fc9,angel,,16-11-2013,3500000.0
21138,/organization/cloudopt,/funding-round/a91eed56c024ef23936352e3f5327d2f,angel,,01-08-2012,375000.0
21148,/organization/cloudpeeps,/funding-round/a4c91a67183e8b12e1f85f3ed8da50e6,angel,,10-12-2014,
21164,/organization/cloudscreener-com,/funding-round/673cd455594437d7122ba2512c042da9,angel,,06-11-2014,750901.0
21198,/organization/cloudvolumes,/funding-round/63fc1eba3bc6f0f2fb0abc6f46224a4c,angel,,07-11-2012,2300000.0
21199,/organization/cloudvolumes,/funding-round/774a993f0ef0ef38a054b301a9a5d1ff,angel,,01-07-2013,2115653.0
21217,/organization/cloudx,/funding-round/b2859c5ce01f133a702d41e2c5b4b9dc,angel,,01-08-2012,50000.0
21232,/organization/clover-game-studio,/funding-round/eb86f0598f3f78a523f6736a1eb28ebc,angel,,12-03-2013,
21264,/organization/club-santa-mnica,/funding-round/72a943130697f426427acacc39f8330b,angel,,29-10-2010,692850.0
21269,/organization/clube-organico-2,/funding-round/ada6b53f5aa47650c281fc4d38653fb4,angel,,31-01-2015,100000.0
21273,/organization/clubkviar,/funding-round/2c0b15066ceccdda95f02b34277fe745,angel,,01-09-2012,627788.0
21274,/organization/clubkviar,/funding-round/333b39097ec1bf46d7c0413bf5ca5a01,angel,,01-09-2012,627788.0
21281,/organization/clubvision,/funding-round/71b991abaecc5348cae940cf5a160a6d,angel,,01-01-2015,125000.0
21282,/organization/clubvision,/funding-round/aeebf737348a19bab4e37eb78a30085a,angel,,01-06-2014,55000.0
21294,/organization/clue-app,/funding-round/d79e14df8121ee9c7d01944c396aacdd,angel,,01-10-2012,
21402,/organization/co-value,/funding-round/247f88d6cbfb1acb17e2ed95752630bd,angel,,01-05-2010,1932650.0
21409,/organization/coachbase,/funding-round/ec87e88c9fa290ead24862ecc6b28708,angel,,01-03-2013,335000.0
21462,/organization/cobra-stylet,/funding-round/f7314585394a80975ecb355ec396f169,angel,,01-01-2012,500000.0
21479,/organization/coco-s-coconut-company,/funding-round/0216227f4dff3f6feff7ad490ee24764,angel,,30-04-2015,
21482,/organization/cococure,/funding-round/2608215927636ca877e2240a843f9346,angel,,01-03-2015,70000.0
21503,/organization/cocubes,/funding-round/e8adfd72c4571f3ceb7c9c6177df3b16,angel,,01-05-2009,
21583,/organization/codeguard,/funding-round/dcd8accd33a3df5171ec76028c5bcdc4,angel,,02-06-2011,500000.0
21598,/organization/codemonkey,/funding-round/7c1ff4cd43746bfe55c4a07e7a7c29bd,angel,,01-06-2014,200000.0
21625,/organization/codesion,/funding-round/26b743e31e37e16e2bf43a143d5e0fff,angel,,01-07-2010,700000.0
21626,/organization/codesion,/funding-round/5b816c8e360760bdb4f0b315106bebcd,angel,,01-06-2009,600000.0
21639,/organization/codewars,/funding-round/9a401ff167e032efcacab662bdb865f3,angel,,21-01-2013,91000.0
21668,/organization/coefficient,/funding-round/4035eae6499cd80ffc06768731999418,angel,,30-04-2013,150000.0
21671,/organization/coefficient,/funding-round/a0b4eed464b59f67774fb8d31ca10143,angel,,01-08-2012,300000.0
21674,/organization/cofactor-genomics,/funding-round/c75df2fb24099028de0f4ec4956da679,angel,,01-01-2008,200000.0
21712,/organization/cogeon,/funding-round/0fd486113e90c99be3172124f449c3c7,angel,,20-01-2011,296384.0
21715,/organization/cogicogi-inc-,/funding-round/fdaa029fa8d4fabc0a4f52285af4c189,angel,,08-12-2014,339116.0
21745,/organization/cognisess,/funding-round/1b095442e7edf4b6bd588421ccc16d93,angel,,20-05-2015,
21832,/organization/cohuman,/funding-round/aab644fa782fb962a913dd12058dd67f,angel,,09-09-2009,800000.0
21833,/organization/cohuman,/funding-round/d1644c8cc602c9482cec217152238560,angel,,01-01-2011,600000.0
21892,/organization/cojoin,/funding-round/4ab87bf4ced1d5a7c136f56228f84385,angel,,01-02-2013,
21895,/organization/cokonnect,/funding-round/f1f9f4296bbbce9d452b75ef60263d45,angel,,08-01-2013,100000.0
21916,/organization/coldlight-solutions,/funding-round/35dc2becfced9a13f5058e32aa927e29,angel,,01-01-2010,1000000.0
21949,/organization/collabip,/funding-round/f0dd13e8963f2e1abc509453dd3c06c0,angel,,14-03-2013,1000000.0
21978,/organization/collatebox,/funding-round/dee5602bba107bfb5542cd300f131012,angel,,20-03-2015,180000.0
21996,/organization/collective-bias,/funding-round/23c3882e548b60a7a56d61e88a22c5c9,angel,,01-01-2009,400000.0
21998,/organization/collective-bias,/funding-round/6517e184a23d4bb40ca272febd6bd75c,angel,,01-01-2009,100000.0
22039,/organization/collegedunia,/funding-round/480217d6bbe3330ecd79e330d94480e0,angel,,03-11-2014,162787.0
22054,/organization/collegetonight,/funding-round/2512471366e42278aa2e5ca7849a1a64,angel,,01-07-2007,600000.0
22113,/organization/colppy,/funding-round/e5dbe093c494e663c9f1a6b836c97506,angel,,01-03-2013,150000.0
22137,/organization/com4loves,/funding-round/b8b2e8b961e5b849b678ae34c67fcbed,angel,A,14-04-2012,
22170,/organization/combionic,/funding-round/3f580cf582730334e494a5808a0ecd68,angel,,01-01-2008,1500000.0
22177,/organization/comcrowd,/funding-round/24ca5876bda4863b6990e66446d0bcfd,angel,,01-12-2011,250000.0
22206,/organization/comfee,/funding-round/9ec95524a1260a87eb94436a2401d415,angel,,01-09-2014,19697.0
22208,/organization/comforce-cloudagents,/funding-round/0578e7a42a1e785aa23532b032e80cb0,angel,,29-12-2008,50000.0
22211,/organization/comfortway-inc,/funding-round/22894ca11f8027467a68583a1c331ba8,angel,,01-06-2013,1000000.0
22220,/organization/comixology,/funding-round/06ced4ab594023439b2a205dbbc17381,angel,,01-07-2013,25000.0
22226,/organization/comixtoon-inc,/funding-round/27c93df608c5cb361186f3907ac16fe0,angel,,14-10-2015,50000.0
22227,/organization/comixtoon-inc,/funding-round/b8fde19e3efac07407a3c18836d4a560,angel,,15-07-2015,52500.0
22242,/organization/commercesimple,/funding-round/c2f0cbc4fcf367b7a87e3a800470f641,angel,,01-01-2011,685000.0
22264,/organization/common-ground,/funding-round/74ae5d45128ff093fd9bf6676fdb57a3,angel,,01-01-2010,
22285,/organization/commonplace-ventures,/funding-round/982431dd4b475766c1b61d377aa45bc5,angel,,01-01-2009,
22319,/organization/communigift,/funding-round/fa01b8c8eab17a015b3c471708edb2c8,angel,,15-09-2015,
22339,/organization/community-networkz,/funding-round/a0faaffe4cffa87b4577244c808d40ba,angel,,20-11-2014,369995.0
22353,/organization/commuterclub,/funding-round/4e5184fced7eb6210a73e31b41f58386,angel,,01-12-2014,800000.0
22354,/organization/commuterclub,/funding-round/e704f7c1941e1edb49a4e90ebf1b59c2,angel,,01-03-2015,200000.0
22355,/organization/comnio,/funding-round/16a795e273c53905e7cf0bc009453586,angel,,01-08-2014,100000.0
22356,/organization/comnio,/funding-round/4987ad26e84a35ff488723e4f809a2bf,angel,,24-02-2015,100000.0
22376,/organization/company-com,/funding-round/bb035a2b3df38c92cb90c3568ba2b88a,angel,,01-03-2009,2040000.0
22387,/organization/comparamejor-com,/funding-round/5bb64cf1b0c11962faa05370f4aae516,angel,,01-12-2012,635000.0
22405,/organization/compareit4me,/funding-round/fa3458657948522acb40b1929e6e7199,angel,A,01-04-2014,300000.0
22407,/organization/comparemyfare,/funding-round/35f0c4dfec57ef55d399911b04dbac4b,angel,,01-01-2011,500000.0
22450,/organization/compendium-blogware,/funding-round/5b91cce439434ce752d12ad46b3709b3,angel,,01-05-2008,1600000.0
22451,/organization/compendium-blogware,/funding-round/5e4a16e78c529d05cd249c4d4684a697,angel,,01-05-2007,1100000.0
22483,/organization/completeset,/funding-round/d975ffd9ec29317dea5f743fd90f16a9,angel,,01-09-2014,4000.0
22515,/organization/comply365,/funding-round/d1f8377ce8defd9ca2ba0f5ebc55e982,angel,,01-09-2011,2000000.0
22528,/organization/composite-software-inc,/funding-round/0cb957c01c1211976ac7c309a1996844,angel,,01-01-2002,
22551,/organization/compring,/funding-round/c9d61da809bb3a9a3bc16d23566ec8e1,angel,,10-10-2012,386670.0
22574,/organization/computenext,/funding-round/0aaf5af6b9b1d866f32da32aba30e72f,angel,,01-03-2012,2000000.0
22575,/organization/computenext,/funding-round/458931728fdb7f2b9c9c1e460dec27c6,angel,,30-04-2015,649165.0
22576,/organization/computenext,/funding-round/5e3f866f5518999b45a7d5595621702a,angel,,30-04-2015,649165.0
22577,/organization/computenext,/funding-round/63a1f83704f6daf28ba0fcd23b4e5e10,angel,,30-04-2015,649165.0
22579,/organization/computenext,/funding-round/9bdbf221d1c4645b87ed63544c238b8b,angel,,01-03-2013,2000000.0
22584,/organization/computication,/funding-round/04e7b9a77cd87e242f5c0d8063fd9f3e,angel,,01-08-2009,
22606,/organization/comunitee,/funding-round/be082b93987fae1c989d2f99a402b1ee,angel,,06-05-2011,130000.0
22699,/organization/conduco-com,/funding-round/f3a4fb4b780bfbc001a9a64235b965c7,angel,,01-01-2015,50000.0
22715,/organization/conecte-link,/funding-round/9a5f91a394bb50100a4575b1cfbf8ab7,angel,,01-02-2011,6000.0
22728,/organization/confabb,/funding-round/7d96b414cf588ed0fec0899b199124c6,angel,,01-08-2007,200000.0
22739,/organization/conferensum,/funding-round/3f07ae6b92cdd79245601768291e5310,angel,,01-01-2009,
22748,/organization/confidential-cc,/funding-round/cbcd3da124f39f4a27254e285627cf6e,angel,,08-09-2014,1500000.0
22755,/organization/confirmtkt-com,/funding-round/9caa74e47fe89136fd5944a2d797649b,angel,,06-06-2015,
22790,/organization/congo-capital-management,/funding-round/30ba35113a0e552f3fc265eb9b8d3bdf,angel,,01-09-2013,1000000.0
22791,/organization/congo-capital-management,/funding-round/85e93c7ab5e8b63fb8531a09a310f0d2,angel,,16-08-2012,60000.0
22818,/organization/connect-com,/funding-round/3d7aa4907f1aa2bae5f0a10baf8eea66,angel,,01-04-2014,400000.0
22822,/organization/connect-consignment-inc,/funding-round/d2524b4e2e0332cad24603f932302ed5,angel,,10-08-2014,100000.0
22838,/organization/connectabank,/funding-round/96232f18882d895576939662f9e55332,angel,,21-09-2015,
22839,/organization/connectabank,/funding-round/a7b918d232ccabc0d450b122e6a7e10d,angel,,01-01-2012,
22846,/organization/connected,/funding-round/cae1a1c0b195074699f41c9fa4ffda65,angel,,29-06-2011,500000.0
22851,/organization/connected-creatives-inc-dba-music180,/funding-round/9066e81f6c78a6d867413e07350b086c,angel,,15-12-2009,1000000.0
22891,/organization/connectquest,/funding-round/c145939c5da06ce2efb464745ff8b37c,angel,,01-12-2012,500000.0
22911,/organization/connesta,/funding-round/da793694f86ba3a64fb5a542c13bebe5,angel,,01-04-2013,1300000.0
22915,/organization/connexient,/funding-round/e0b0475ef4abaeb437b16d402e7dfecb,angel,,15-07-2015,600000.0
22984,/organization/constantcommerce,/funding-round/921f468ea80f2d1f038280240fae9d7a,angel,,01-10-2013,1211820.0
23006,/organization/consult-mango-inc,/funding-round/6baca13b438e6be40984849d39701aac,angel,,21-07-2014,
23009,/organization/consulted,/funding-round/b3e3bb52376f3f2dfc6b010e30f2f335,angel,,01-07-2014,
23033,/organization/cont3nt-com,/funding-round/0e8195af1603b293433c9d34377c7ef2,angel,,29-11-2012,
23039,/organization/contabilizei-contabilidade-online,/funding-round/1eefc9492f24668cc01636d80dc0ac00,angel,,20-05-2014,
23067,/organization/contego-fraud-solutions,/funding-round/1c39262ac5f4cbd7035eaac01af7caa0,angel,,31-10-2013,1443345.0
23068,/organization/contego-fraud-solutions,/funding-round/75383a7947216d94e57beca6abb30aca,angel,,17-12-2014,715385.0
23080,/organization/content-care,/funding-round/3af0d807f296ae81e21f13c543b2eee3,angel,,01-02-2015,200000.0
23123,/organization/context-app,/funding-round/3993d6335274079fbcddb9ba4f8ef8a7,angel,,20-12-2013,1000000.0
23125,/organization/context-engines,/funding-round/2ca5b4a5e48f5b6dfd13d4aa22c0f56d,angel,,25-06-2015,
23197,/organization/contract-room,/funding-round/c140c8569a6a4378cb52418b0cbfbd17,angel,,31-07-2013,850000.0
23241,/organization/conveneer,/funding-round/19c63243b6533c0ad2df6dd6dedae7f9,angel,,01-01-2008,1000000.0
23275,/organization/conversion-logic,/funding-round/8822b45d573a9856c6dc616299510177,angel,,14-08-2014,1100000.0
23290,/organization/convertmedia,/funding-round/36d06542ba9a9e467d243c9ff2052745,angel,,01-01-2007,
23308,/organization/convirza,/funding-round/0c9d4887118141a95a78ca0bcfaa9df8,angel,,01-01-2010,3000000.0
23309,/organization/convirza,/funding-round/51c2bbb8df74fe975c57bed4d17445d6,angel,,01-01-2012,1250000.0
23310,/organization/convirza,/funding-round/64ccd57fe6096d482e922febfecdc5a1,angel,,05-05-2012,2000000.0
23333,/organization/conxt,/funding-round/2dddb812aaf69298877249cd82c3cba7,angel,,01-05-2011,40000.0
23334,/organization/conxt,/funding-round/dfea00755944861fa1c802c93006cb60,angel,,01-03-2012,40000.0
23337,/organization/conyac,/funding-round/06f19d4f4135576e9ecfd903d6c99118,angel,,01-12-2011,400000.0
23353,/organization/cookdinner,/funding-round/a84a9a61280b42a29c37bbb3e934e90d,angel,,01-03-2010,
23402,/organization/coolearth,/funding-round/e4da6933f8746306916f741af6f1bcae,angel,,01-06-2007,1000000.0
23415,/organization/coolio,/funding-round/83391ad9a00384afc1684b7e33e518f8,angel,,01-07-2013,903519.0
23475,/organization/copper-mobile,/funding-round/9e760d3b93d68145e5bf30fa40957591,angel,,01-05-2011,300000.0
23483,/organization/coppertino,/funding-round/1741a55a61dff6a4aa0515b5c9667f6d,angel,,17-04-2014,500000.0
23495,/organization/copromote,/funding-round/90bd96c7d5401b25785d5673b4471a4d,angel,,20-12-2010,500000.0
23594,/organization/corelytics,/funding-round/e0d037a63c7d5faaaf1d14712a51e888,angel,,01-06-2013,100000.0
23600,/organization/corengi,/funding-round/fe0be144c7a74ebbc30a220623515e3e,angel,,01-12-2012,277500.0
23712,/organization/corporama,/funding-round/2f3ea2b3233a2f4ef1bcb7b47fd57b7c,angel,,01-09-2010,512000.0
23715,/organization/corporate360,/funding-round/7620695ecccd39792361640f62d01266,angel,,22-01-2015,200000.0
23745,/organization/corridor-pharmaceuticals,/funding-round/0f5d69d56c68c80782ae175bffdc32ca,angel,,23-10-2008,2300000.0
23819,/organization/coschedule,/funding-round/9d0a3a8c6a8fb5551e88b4c7f85f3c34,angel,,11-04-2014,500000.0
23843,/organization/cosmotouristgmbh-co-kg,/funding-round/14bc2eb74a8b80073dbe1179825e7830,angel,,01-09-2005,
23844,/organization/cosmotouristgmbh-co-kg,/funding-round/449850bcb5388b7e6c513f0f2bd90fe0,angel,,01-09-2007,
23847,/organization/costprize,/funding-round/6ab03649ef8b9efe5fcb93148b461568,angel,,11-11-2014,200000.0
23848,/organization/costprize,/funding-round/dd898ad8acb9560c245793b08e3a473e,angel,,15-03-2013,150000.0
23884,/organization/couchcommerce,/funding-round/07d2c0139d1d0a3749b3e3b86f5bff97,angel,,30-01-2013,
23886,/organization/couchcommerce,/funding-round/ccc2d8162d0ef3bd2b29c85eb093db99,angel,,18-10-2012,196770.0
23898,/organization/coull,/funding-round/669887a3b728fe92de13c7ebedcf2b70,angel,,02-11-2011,2000000.0
23899,/organization/coull,/funding-round/beeb685ace58651b2aba81f5ef7b8cc7,angel,,14-03-2014,4000000.0
23917,/organization/countercepts,/funding-round/8fec788f077f88b541f7f6c1087eaa97,angel,,12-09-2014,150000.0
23949,/organization/coupflip,/funding-round/1f5607ff7408008d7939d4f84fd9d2c7,angel,,01-12-2011,
23982,/organization/course-hero,/funding-round/0aa05feb94baa2dcb7a505d335f84b5e,angel,,01-02-2008,200000.0
23986,/organization/course-hero,/funding-round/ce18a2a41d4e3f561a0d1d4bee542605,angel,,31-10-2006,10000.0
24003,/organization/courseyard-gmbh,/funding-round/024c38c2cf811c6c5ffcfeab0894cf82,angel,,01-06-2015,219131.0
24071,/organization/cover5,/funding-round/6650efe29093dd45088329a9e78df0c1,angel,,13-11-2013,200000.0
24086,/organization/coverme,/funding-round/551fb9db43e860f560eeaa559ddce999,angel,,01-07-2013,500000.0
24095,/organization/covertix,/funding-round/0d4d3d11ec9c30459cf5d5a383bbce11,angel,,01-01-2012,
24096,/organization/covertix,/funding-round/11bc6c891c2d8618e5d70a43ff338c58,angel,,12-01-2011,1000000.0
24101,/organization/covestor,/funding-round/f2f71e6e8f3ade56cb8922ac6218712f,angel,,01-06-2007,1000000.0
24189,/organization/cram-worldwide,/funding-round/4f4b0db389570619bb611d5f7c8f4fe1,angel,,25-07-2011,600000.0
24201,/organization/cranium-cafe-llc,/funding-round/cf288b4f61aeb03642afe2364e4d3415,angel,,04-07-2013,100000.0
24215,/organization/crayon-data-pte-ltd,/funding-round/0d076997bc75542acc4a9a5cbf195462,angel,,18-09-2013,1400000.0
24217,/organization/crayon-data-pte-ltd,/funding-round/8fa1a1b455f61817f69d24a6c8ce84bb,angel,,01-07-2013,2750000.0
24222,/organization/crazy-parrot-labs,/funding-round/fe38fee33f05e83f13e8dfe999043080,angel,,09-06-2011,170000.0
24258,/organization/creationflow,/funding-round/0a8f92292b7d070e28d1a9130ca619d6,angel,,01-05-2009,150000.0
24259,/organization/creativ,/funding-round/330c0e3be1fc7eeca81199cb3e4f7dd9,angel,,01-01-2015,750000.0
24260,/organization/creativ,/funding-round/56d6f4a5ead91e25f8262ce9aef69a3f,angel,,01-01-2014,2000000.0
24261,/organization/creativ,/funding-round/5cb069c3cf8b70def40d68628dc14d67,angel,,01-01-2013,1500000.0
24262,/organization/creativ,/funding-round/834be57550294bbe73790d3ddc501328,angel,,05-04-2012,750000.0
24300,/organization/crecercloud,/funding-round/a98ae92d9a36f29e599fc59c6790de3c,angel,,01-02-2015,0.0
24317,/organization/credit-aid-software,/funding-round/d2d77f32b8a7d9e29343120f34fe8e02,angel,,01-01-2013,200000.0
24320,/organization/credit-coach-electronic-services,/funding-round/1a3efa7a43d789087ccd7e3d0b38b76e,angel,,31-03-2010,900000.0
24326,/organization/credit-karma,/funding-round/7001caaaefd5940a231277315fa6a85c,angel,,15-10-2008,500000.0
24376,/organization/creopoint,/funding-round/37953118363313324267bf548d9767e0,angel,,01-02-2010,
24401,/organization/crestatech,/funding-round/00834f59f4ddb6b01916599f46097d5e,angel,,01-01-2005,1500000.0
24425,/organization/crichq,/funding-round/7a0b875326dd0bac7e9565a86fed19d1,angel,,01-01-2012,1550387.0
24450,/organization/criptext,/funding-round/43a311abfbbdb2c0be911aa40a022ca7,angel,,01-12-2013,150000.0
24463,/organization/crispy-driven-pixels,/funding-round/8beb50e2644e48ac3ea738cf30bfe9cd,angel,,01-05-2014,25000.0
24499,/organization/criticalmetrics,/funding-round/de85ab56c6b47bafdc333820e7797415,angel,,01-01-2007,100000.0
24524,/organization/crocodoc,/funding-round/2fb16eeb1db1ef35a50a80a6b5093ad9,angel,,01-04-2010,
24538,/organization/croosing,/funding-round/d133134c20a869205b81ec569c78205b,angel,,01-07-2013,50000.0
24563,/organization/crosscloud,/funding-round/7d7ca864a45c9b200b1e8b7283691a95,angel,,15-04-2015,239239.0
24599,/organization/crossworld-warranty,/funding-round/01a663071199193131ac00fd2a3a7d51,angel,,15-08-2013,150000.0
24600,/organization/crossworld-warranty,/funding-round/9856f1ed071e66ffe8af084c8e15ddc7,angel,,22-04-2013,50000.0
24647,/organization/crowdcomfort,/funding-round/74aef3b9ec8cd369a039b80adb2a151d,angel,,06-11-2015,1400000.0
24666,/organization/crowdfanatic,/funding-round/59f95789f89c3c90a018bc70cbe00ac5,angel,,01-09-2009,
24669,/organization/crowdflik,/funding-round/12f982805259f786525080c5ab773a49,angel,,20-04-2015,600000.0
24671,/organization/crowdflow,/funding-round/34c1b0d2e9c01f7472d238efd3243520,angel,,31-10-2014,
24677,/organization/crowdfunder,/funding-round/c3a65ea8c4e5272fb106b017fc9fe1f7,angel,,06-02-2014,1000000.0
24678,/organization/crowdfunder,/funding-round/fbfd8297ebfab0c066fc855cfbba258f,angel,,06-02-2014,1000000.0
24689,/organization/crowdio,/funding-round/5d0a75ad94f1db4257a804b148c4b1b4,angel,,10-02-2013,570000.0
24691,/organization/crowdit-ltd,/funding-round/e4bc5690425a5ce5c0f0734a9ae3104c,angel,,01-10-2012,1600000.0
24717,/organization/crowdmix,/funding-round/f36d0035e069b57a7dd581be6489a2e6,angel,,31-07-2015,27000000.0
24737,/organization/crowdpc-inc,/funding-round/bec25b64a558ae8afb338773fe16b926,angel,,10-08-2012,180000.0
24739,/organization/crowdprocess,/funding-round/7164ab65fe5e91f8f32a1507aa178196,angel,,01-08-2013,
24743,/organization/crowdrating,/funding-round/ca0fc3f35da7e1c40d9d658decd447d0,angel,,17-09-2015,
24751,/organization/crowdscores,/funding-round/447f800f844becbe91bc7e8b79eb18ea,angel,,28-02-2014,1023736.0
24752,/organization/crowdscores,/funding-round/87595c7b4c1329de787792a1ecf911b6,angel,,28-05-2013,943481.0
24759,/organization/crowdspring,/funding-round/c740404cc5d70c5c7f2b29899b7371ff,angel,,23-05-2008,3000000.0
24798,/organization/crowdworks,/funding-round/6d85d729cb2efd328a4239f7690085ae,angel,,01-11-2011,
24815,/organization/crown-in-town,/funding-round/60ecacb9729c2868210130799ae9fe4d,angel,,05-09-2012,100000.0
24823,/organization/crozdesk,/funding-round/1acd718b50fba0a438679ad443235783,angel,,16-12-2014,
24830,/organization/crude-area,/funding-round/04f480ddf19f264fbfb2a99343eb3d9c,angel,,29-07-2013,
24853,/organization/crunchfish,/funding-round/a20789cc6e595654759f454ca80ba892,angel,,04-06-2013,2959180.0
24854,/organization/crunchfish,/funding-round/e4ffc6c409aaea674874a0b5fa87fd89,angel,,01-09-2012,2522200.0
24966,/organization/css99,/funding-round/dce23bbcf43f2834a684cb5cf364730d,angel,,29-04-2013,270440.0
25011,/organization/cubbying,/funding-round/8a007df27a38c513a37728b3bd5b5469,angel,,28-02-2013,200000.0
25018,/organization/cube19,/funding-round/186312cc965f0bc3b5de21c16328a06f,angel,,29-08-2014,1000000.0
25019,/organization/cube19,/funding-round/79b1af50f118512348b6f1026f5961fe,angel,,06-11-2012,1750000.0
25035,/organization/cubicl,/funding-round/6c97896110fdd09884aad61c22a966c5,angel,,01-03-2010,65000.0
25040,/organization/cubictelecom,/funding-round/b9f6ddd525b739650bb7100f1c331800,angel,,01-01-2005,4767350.0
25056,/organization/cuckoo-workout,/funding-round/99d3ae673da18d18abfa626f740cf65a,angel,,15-05-2014,137104.0
25067,/organization/cuelearn,/funding-round/0433480eeb30d474c238a1b9ccdec53c,angel,,04-08-2015,
25100,/organization/culturealley,/funding-round/5162564bf6ce99641ed23c6bfb988284,angel,,01-04-2014,245000.0
25101,/organization/culturealley,/funding-round/8107d0d5c443863b81fc2551341fff5a,angel,,01-03-2013,100000.0
25111,/organization/cumulogic,/funding-round/22b30361bed01fe2f538b1ffad06266b,angel,,15-01-2011,250000.0
25116,/organization/cumulux,/funding-round/24b478200527d2ed5e816623ba9618c7,angel,,01-01-2011,650000.0
25118,/organization/cunexus-solutions,/funding-round/e04f9243a7e5e5583baa17b905dec902,angel,,10-06-2013,160000.0
25126,/organization/cupomnow,/funding-round/509e21d4fe66a66d07e71266267ebcf6,angel,,01-07-2011,500000.0
25130,/organization/cuponzote,/funding-round/4ffaf29bb06ede39c903b5d219dc0249,angel,,28-05-2011,
25131,/organization/cuponzote,/funding-round/9a8f305d1e4f7956e8563b793db13194,angel,,28-05-2011,
25133,/organization/cupp-computing,/funding-round/2a58ffd887122349b20c66acac04a9eb,angel,,31-10-2010,200000.0
25157,/organization/curbed,/funding-round/0d4cc92822612cf90387c5ddd0e6a887,angel,,01-10-2007,1500000.0
25158,/organization/curbed-com,/funding-round/ef73bd9af06a7d211ddbae667c5563f0,angel,,30-10-2007,1500000.0
25164,/organization/curbstand,/funding-round/b1329a34aac3008d9bf322fdc8275ef6,angel,,01-03-2014,1000000.0
25224,/organization/curiyo,/funding-round/00357763a751bd29c1cc408306d38a56,angel,,26-01-2015,930000.0
25234,/organization/currencyfair,/funding-round/6ade604dad2872cc97a7b394756f073b,angel,,01-03-2011,580650.0
25236,/organization/currencyfair,/funding-round/bc53845e4f99a49fa102df4203e83ad7,angel,,01-05-2010,416493.0
25237,/organization/currencyfair,/funding-round/d16484c9d9c9c37e214ded666a497965,angel,,01-10-2009,581560.0
25238,/organization/currencyfair,/funding-round/d9d71929b732fd376d62add864600727,angel,,01-09-2010,307200.0
25262,/organization/cursogram,/funding-round/4aaf2b4515ce5f6167c948ad1b988a88,angel,,01-10-2014,1200000.0
25287,/organization/customer-alliance,/funding-round/fe034f88cb7693346f50a8ed9b9bfcfa,angel,,01-05-2009,
25313,/organization/custommade-ventures,/funding-round/ef6ba6b2cb5b16483f08c9945d92b230,angel,,09-06-2010,1150000.0
25332,/organization/cuutio-software,/funding-round/8d6527c0ee45477f001dda6aded55697,angel,,02-05-2012,131310.0
25334,/organization/cuvva,/funding-round/7f2e036dd6d94989059508ad0f738a86,angel,,26-05-2015,250000.0
